li_0grow_tmp,li_123_tmp,li_1grow_tmp,li_1up_tmp,li_2grow_tmp,li_2up_tmp,li_3grow_tmp,li_3up_tmp,li_4grow_tmp,li_4up_tmp,li_5grow_tmp,li_5up_tmp
-0.005181347,-0.001736111,0,0.020833333,-0.015,0.020408163,-0.015,0.015228426,-0.019221291,0.029949239,-0.024390244,0.030150754
-0.025974026,0.004444444,0.044444444,0,-0.070833333,0.021276596,-0.035573123,0.134529148,0,0.040983607,-0.048599671,-0.044094488
-0.035211268,0.00729927,0.032727273,0.003649635,-0.031578947,0.003521127,0,0.032608696,-0.017006803,0.031578947,-0.028741328,0.047404844
-0.040498442,0.088744589,0.009463722,0.029220779,-0.039039039,0.040625,-0.023391813,0.06875,-0.027700831,0.080838323,-0.013623978,0.045584046
-0.046511628,-0.089430894,0.036144578,0.012195122,-0.057471264,0.011627907,0,0.073170732,-0.021978022,0.034090909,0,0.02247191
-0.018867925,-0.038461538,0.018181818,0.057692308,0,-0.053571429,0,0.009433962,-0.052631579,0.065420561,-0.017699115,0.046296296
-0.025,-0.085470085,0.017241379,-0.008547009,-0.049180328,0.033898305,-0.008196721,0.051724138,-0.008196721,0.008264463,-0.032,0.033057851
-0.016,0.010840108,0.032520325,0,-0.007936508,-0.007874016,-0.03030303,0.056,-0.007575758,0.03125,-0.014814815,0.030534351
-0.02962963,0.025445293,0.007352941,0.038167939,0,0.02189781,-0.027777778,0.028571429,-0.013513514,0.057142857,-0.061728395,0.109589041
-0.031055901,0.012820513,0.01863354,0.032051282,-0.036585366,0,-0.006060606,0.044303797,-0.017964072,0.018292683,-0.052325581,0.048780488
-0.0625,0.014814815,0.042553191,0.044444444,-0.040816327,0,0,0.063829787,-0.090909091,0.1,0,0.04
-0.045454545,-0.087301587,0.012048193,-0.011904762,-0.066666667,0.071428571,0,0.071428571,-0.043010753,0.033333333,0,0.04494382
0,-0.05734767,0.010752688,0,-0.079207921,0.074468085,-0.019607843,0.096774194,-0.009708738,0.03,-0.009803922,0
-0.019607843,0.056666667,0.01,0,-0.019607843,0.00990099,-0.019607843,0.02,-0.009708738,0.03,-0.037037037,0.058823529
-0.008403361,0.028248588,0,0.008474576,-0.016393443,0.025210084,-0.0546875,0.066666667,-0.072463768,0.140495868,-0.02919708,0.0703125
-0.046728972,0.013071895,0.009433962,0.039215686,0,0,0,0.018691589,-0.079646018,0.036697248,-0.056603774,0.019230769
-0.016949153,-0.083333333,0,0,-0.05,0.034482759,-0.107692308,0.140350877,-0.23030303,0.422413793,-0.086330935,0.094488189
-0.055555556,0.145658263,0.122807018,-0.042016807,-0.114503817,0.0234375,-0.022222222,0.163793103,-0.041666667,0.090909091,-0.2,0.123188406
-0.04950495,-0.175347222,0.014851485,0.052083333,-0.068181818,0.073170732,-0.118110236,0.23902439,-0.026819923,0.165178571,-0.015209125,0.035433071
-0.011627907,-0.058263305,0.024390244,0.033613445,-0.023916293,0.061904762,-0.111898017,0.081163859,-0.033967391,0.1738437,-0.049465241,0.052039381
-0.139759036,0.508870215,0.173295455,-0.014005602,-0.222222222,0.089588378,-0.214285714,0.8,-0.131851852,0.363636364,-0.654630169,1.93003413
-0.063636364,0.042071197,0.118811881,-0.019417476,0,0.513274336,-0.078167116,0.084795322,-0.321100917,0.593567251,-0.019672131,0.648648649
