,0,1
398,946120.89,947328.9497485191
399,240056.25,240298.6626157445
400,564164.65,559849.275903573
401,540145.39,541046.6077452766
402,721475.4,720487.9217157665
403,335370.56,334025.518929297
404,773927.09,772904.0928548833
405,531058.65,533648.0009903214
406,467171.95,464279.90976239217
407,591726.12,591129.5023509178
408,338232.95,338853.9259375518
409,686474.87,687790.6130179914
410,751994.9,750327.7322801704
411,602900.71,603948.1776809483
412,728349.67,728231.7529545894
413,496514.91,497209.5739476513
414,368389.53,368844.3660884127
415,233339.92,233738.40331235062
416,594936.88,591153.9713511323
417,342124.72,343085.3943127359
418,706845.01,704567.3502126548
419,1206052.58,1209809.1850323419
420,209379.85,213352.5529682345
421,318862.21,317373.51360209263
422,1048646.95,1050592.241907862
423,289237.32,288388.10402135516
424,617097.72,618324.0543584265
425,474434.95,474237.7747019535
426,604857.68,603051.896231639
427,637732.55,640229.8948290182
428,440303.34,442600.181152791
429,390157.8,390504.134640027
430,564603.03,566817.3434189064
431,1116501.23,1110769.6066077757
432,638753.75,639269.1102473179
433,829860.44,830961.9594173668
434,812898.85,810194.2167142022
435,1182746.29,1179271.2550532692
436,788606.94,793125.4393239485
437,655247.9,656709.9442952765
438,696103.67,692123.9871275352
439,236067.68,234792.64398759636
440,735356.5,736895.0671762101
441,240874.47,239722.1406682127
442,729930.92,730927.7727873322
443,284940.81,288072.43013635324
444,592309.25,591537.0625160167
445,700600.67,701169.048032568
446,223331.07,224467.33728908654
447,323934.61,324822.578139983
448,994100.94,997826.6396070564
449,1158456.21,1156606.7858075332
450,268059.66,269395.9438595192
451,884020.29,882809.1184377924
452,173725.04,172827.81670702173
453,1034453.69,1036769.5022294233
454,393681.55,393903.1295459623
455,211336.86,209985.8763827564
456,479688.73,478098.8376923516
457,210311.98,211214.36251940217
458,344844.84,344387.9205137526
459,330604.89,331253.91584197874
460,720657.84,718419.797478158
461,437524.12,436495.8928244593
462,836952.76,833309.6670418261
463,183802.48,182993.600311902
464,473508.66,471520.61554846825
465,467885.99,468816.90000680415
466,566393.86,570721.0985643707
467,375586.85,374898.5902435311
468,647678.87,643945.7946901823
469,376473.24,378201.48570132913
470,870106.15,872159.1991438726
471,202392.57,201892.60696328434
472,168335.94,168812.89079805434
473,708221.83,707649.3396207769
474,485180.9,484274.87684017094
475,580596.6,580095.9282597638
476,366769.12,364152.8279143201
