,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
2785,002278,-1.126,7.9,7.19,7.97,7.19,7.99,5971035.0,1.73589,44729707.0,263.333,2.698,287488.62192,271741.04
2786,002277,2.004,4.58,4.51,4.61,4.5,4.49,9581240.0,0.67635,43745579.0,20.932,1.225,648805.1816,648805.1816
2787,002276,0.526,5.73,5.71,5.79,5.59,5.7,4404213.0,0.47002000000000005,24986645.0,47.75,1.524,593335.253154,536921.209137
2788,002275,1.854,14.83,14.51,14.92,14.45,14.56,1147800.0,0.2152,16876954.0,18.772,3.197,875266.6,790967.914916
2789,002274,1.488,6.14,6.07,6.17,6.02,6.05,1093040.0,0.22292,6660334.0,67.996,1.469,389834.595096,301064.310342
2790,002273,-2.004,13.2,13.3,13.55,12.41,13.47,24368489.0,3.04978,318385403.0,24.444,2.6310000000000002,1139592.9732,1054711.4556
2791,002272,0.243,4.13,4.14,4.2,4.03,4.12,2111522.0,0.6581800000000001,8717052.0,269.935,1.483,177755.2,132495.144544
2792,002271,-0.816,19.45,19.67,20.0,18.85,19.61,7718080.0,0.79381,150212696.0,13.893,2.674,2915864.778205,1891090.973765
2793,002270,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,14.475,2.029,446938.76786,253970.872356
2794,002269,2.593,2.77,2.73,2.79,2.68,2.7,4731817.0,0.18833000000000003,12916742.0,-23.083,2.41,695962.5,695962.5
2795,002268,5.856,23.5,22.46,23.85,22.4,22.2,9471847.0,1.16951,220784412.0,111.427,4.679,1970089.6658,1903269.87625
2796,002267,2.719,6.8,6.6,6.83,6.56,6.62,5186706.0,0.46640000000000004,34898875.0,19.123,1.2730000000000001,756211.3026,756211.3026
2797,002266,-1.351,3.65,3.63,3.71,3.58,3.7,5950239.0,0.36454000000000003,21668824.0,91.25,2.328,722232.744885,595766.82693
2798,002265,2.703,11.4,11.0,11.47,10.92,11.1,3902600.0,1.28725,43763692.0,190.0,3.7199999999999998,363165.43608,345616.85292
2799,002264,1.445,9.83,9.13,9.92,9.13,9.69,26542661.0,4.41167,254060029.0,-122.875,4.018,672926.29404,591418.966595
2801,002262,4.525,18.94,18.12,19.01,18.07,18.12,9502660.0,1.07446,177146422.0,48.428,7.472,1911324.438834,1675069.742562
2802,002261,0.45,4.46,4.4,4.49,4.3,4.44,7717639.0,0.7939400000000001,34028177.0,74.333,1.283,495346.116136,433542.920734
2804,002259,-10.042,4.3,4.3,4.3,4.3,4.78,1531800.0,0.21167000000000002,6586740.0,238.889,1.9500000000000002,323501.15481,311175.59095
2805,002258,-0.595,18.39,18.35,18.55,18.02,18.5,2270905.0,0.43378000000000005,41392982.0,23.883,3.863,964322.00217,962737.313802
2806,002256,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,56.5,3.684,850850.166144,566310.348
2807,002255,1.718,5.33,5.24,5.37,5.21,5.24,1580764.0,0.32331000000000004,8340653.0,33.949,1.196,448930.472315,260603.356507
2808,002254,1.165,10.42,10.28,10.73,10.05,10.3,8565717.0,1.40267,88683679.0,65.125,3.083,636488.6112,636321.998526
2809,002253,1.458,14.61,14.35,14.66,13.74,14.4,3977962.0,1.90697,56378573.0,73.05,2.495,329639.724795,304766.604492
2810,002252,0.0,0.0,0.0,0.0,0.0,19.54,0.0,0.0,0.0,114.941,8.23,9720411.581446,9716439.099446
2811,002251,2.897,11.72,11.25,11.88,11.2,11.39,3589520.0,0.44681000000000004,41055963.0,69.145,1.584,1012495.430572,941535.144704
2812,002250,3.759,9.11,8.78,9.12,8.68,8.78,7580724.0,0.85289,67971266.0,41.409,1.483,843496.773016,809724.586411
2813,002249,1.425,4.27,4.21,4.31,4.2,4.21,8304864.0,0.6082000000000001,35367706.0,23.722,1.118,1012174.004548,583064.559217
2814,002248,0.744,9.48,9.41,9.65,9.03,9.41,3303842.0,1.07444,30993205.0,78.477,4.4879999999999995,291505.8288,291505.8288
2815,002247,-8.858,9.26,9.98,9.98,9.14,10.16,9630501.0,1.84191,89807159.0,14.246,1.51,788207.541374,484163.129026
2816,002246,1.728,8.83,8.65,8.92,8.61,8.68,2058100.0,0.4975,18060172.0,42.048,2.155,484797.723102,365285.211288
2817,002245,0.632,6.37,6.23,6.41,6.12,6.33,12120508.0,1.32551,75890642.0,17.616,2.556,628540.180086,582475.939773
2818,002244,2.419,5.08,5.0,5.14,5.0,4.96,14414097.0,0.5332800000000001,73137544.0,9.236,1.084,1580613.49612,1373075.17612
2819,002243,2.257,5.89,5.72,5.91,5.72,5.76,908400.0,0.24891000000000002,5281017.0,50.864,1.424,214954.935084,214954.935084
2820,002242,2.241,16.88,16.39,16.95,16.22,16.51,3405558.0,0.44417,56652394.0,18.756,3.5,1295558.568,1294241.928
2821,002241,-0.397,10.03,10.0,10.2,9.4,10.07,39124259.0,1.43605,383776097.0,14.75,2.161,3254839.259844,2732610.314009
2822,002240,2.581,12.32,12.1,12.38,11.68,12.01,5156409.0,1.09512,62375465.0,246.4,3.229,659543.139024,580092.0972
2823,002239,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,30.25,2.157,1136683.468371,1092169.033923
2824,002238,0.75,6.72,6.54,6.76,6.54,6.67,1338119.0,0.21675000000000003,8893488.0,17.684,1.488,414861.3504,414861.3504
2825,002237,-1.037,9.54,9.41,9.63,9.27,9.64,18880252.0,2.2582,178328171.0,23.85,1.9689999999999999,868521.6,797615.55
2826,002236,1.341,21.91,21.59,22.06,21.14,21.62,15085563.0,0.8864000000000001,326942179.0,26.72,5.899,6351174.68083,3728844.011389
2827,002235,0.0,6.45,6.24,6.56,6.06,6.45,24262586.0,4.84936,152671782.0,-7.32,1.196,402457.30245,322710.03006
2828,002234,2.163,12.75,12.23,12.81,12.0,12.48,6168004.0,2.99194,77002055.0,-13.281,5.317,385109.4558,262846.680225
2829,002233,2.464,11.23,10.97,11.28,10.94,10.96,7308963.0,0.9095200000000001,81635375.0,14.709,1.5670000000000002,1338924.842968,902454.500537
2830,002232,1.961,7.8,7.64,7.87,7.64,7.65,1548083.0,0.38521000000000005,11978135.0,59.908,2.993,318667.7949,313464.9687
2831,002231,2.439,5.46,5.33,5.46,5.14,5.33,2049513.0,0.7093900000000001,10887577.0,203.731,2.822,194812.8,157745.1057
2832,002230,0.626,32.16,32.0,32.46,30.38,31.96,44600555.0,2.45719,1398376898.0,97.455,5.708,6697257.262272,5837377.425936
2833,002229,-2.049,9.56,9.6,9.75,8.9,9.76,18985195.0,4.57035,177280466.0,446.729,2.949,480631.115628,397121.849344
2834,002228,3.261,4.75,4.6,4.75,4.54,4.6,6574544.0,0.6328400000000001,30644112.0,31.667,2.396,555520.5503,493476.607
2835,002227,0.226,13.32,13.0,13.53,12.41,13.29,956018.0,0.43475,12389165.0,197.92,3.689,293835.7368,292910.180616
2836,002226,0.0,0.0,0.0,0.0,0.0,5.42,0.0,0.0,0.0,60.424,1.224,676948.07598,493875.206998
2837,002225,5.846,5.07,4.7,5.2,4.64,4.79,51783308.0,7.96619,256308100.0,169.0,1.8679999999999999,450309.033486,329569.553469
2838,002224,1.0,6.06,5.99,6.07,5.95,6.0,2179511.0,0.46330000000000005,13138614.0,25.25,2.336,398787.812988,285080.848458
2839,002223,2.449,20.92,20.4,21.08,20.3,20.42,8503123.0,0.9943900000000001,175852819.0,35.458,3.849,2097181.735468,1788882.3796
2840,002222,1.155,13.14,12.88,13.2,12.39,12.99,7502952.0,1.7803,96846686.0,41.127,6.945,561735.0,553775.25447
2841,002221,-0.396,10.06,10.1,10.11,9.86,10.1,7526946.0,0.50058,75222447.0,15.331,2.092,1659681.520944,1512679.363514
2842,002220,-5.044,4.33,4.5,4.5,4.11,4.56,5535646.0,1.01522,23514703.0,18.042,0.857,331885.906249,236100.42914
2843,002219,0.0,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,107.728,5.153,2184191.85953,2139757.968267
2844,002218,10.121,2.72,2.47,2.72,2.45,2.47,14864142.0,1.22267,39206192.0,20.923000000000002,1.184,336285.052288,330674.889088
2845,002217,2.171,8.47,8.29,8.53,8.17,8.29,12701734.0,0.62785,106721837.0,22.289,2.563,2649679.142572,1713531.350762
2846,002216,1.534,7.28,7.21,7.35,7.11,7.17,2360161.0,0.41250000000000003,17128067.0,80.889,2.9130000000000003,591446.781744,416534.2272
2847,002215,1.813,6.74,6.7,6.77,6.53,6.62,6203760.0,0.85531,41339329.0,19.97,2.9370000000000003,616087.482816,488869.014952
2848,002214,1.318,5.38,5.22,5.41,5.22,5.31,3404527.0,0.96013,18156437.0,76.857,2.474,246762.666308,190769.319932
2849,002213,7.757,12.78,12.0,13.05,11.6,11.86,2567586.0,1.30394,31890541.0,259.756,7.211,263268.0,251651.234322
2850,002212,-1.244,11.91,11.9,12.06,11.69,12.06,2239972.0,0.34866,26591577.0,31.342,1.717,1365960.478515,765164.328996
2851,002211,0.433,4.64,4.51,4.69,4.5,4.62,2154019.0,0.49857,9879121.0,92.8,2.507,200668.761456,200465.761456
2852,002210,0.0,0.0,0.0,0.0,0.0,12.33,0.0,0.0,0.0,64.895,4.849,2038001.515938,1588414.248693
2853,002209,1.565,7.14,6.85,7.17,6.85,7.03,1236395.0,0.8771700000000001,8719062.0,69.119,2.191,139404.2517,100640.478414
2854,002208,0.652,10.8,10.66,10.92,10.47,10.73,6385938.0,2.00015,68489788.0,26.341,1.98,345708.0,344814.56784
2856,002206,4.842,4.98,4.74,4.99,4.7,4.75,5599500.0,0.5893900000000001,27323859.0,19.154,2.068,609068.26521,473128.774938
2857,002205,3.372,11.65,11.18,11.76,11.1,11.27,980205.0,0.8439000000000001,11215945.0,85.099,1.473,135317.10097,135317.10097
2858,002204,1.79,3.98,3.92,3.99,3.87,3.91,4003800.0,0.2073,15678767.0,398.0,1.177,768685.272736,768685.272736
2859,002203,-0.732,8.14,8.1,8.17,7.99,8.2,4229487.0,0.28633000000000003,34099005.0,19.303,2.5540000000000003,1380216.863982,1202380.540394
2860,002202,-0.786,13.89,13.91,14.2,13.57,14.0,10877985.0,0.38784,151066030.0,16.555,2.313,4939566.3837,3895827.332922
2861,002201,0.765,6.59,6.52,6.68,6.25,6.54,1615777.0,0.5173,10431668.0,-659.0,2.481,219096.06273,205838.363335
2862,002200,1.538,7.26,7.13,7.34,6.7,7.15,2386051.0,1.69374,16786798.0,-3.305,3.29,133680.47814,102275.18103
2863,002199,0.0,8.69,8.3,8.79,8.3,8.69,788216.0,0.36571000000000004,6708178.0,869.0,4.661,211551.413447,187295.20502
2864,002198,3.114,5.63,5.38,5.65,5.33,5.46,11446190.0,2.45983,62379918.0,-13.303,3.768,285728.044424,261977.222832
2865,002197,1.748,8.15,7.84,8.19,7.8,8.01,2594636.0,0.5969800000000001,20800396.0,101.875,1.5150000000000001,419852.91262,354222.89091
2866,002196,-0.276,7.23,7.21,7.27,7.08,7.25,1552257.0,0.49906000000000006,11127538.0,24.1,1.313,326000.428152,224877.685389
2867,002195,5.347,5.32,5.06,5.36,5.05,5.05,46722774.0,1.43593,242483957.0,18.345,2.306,1815218.711936,1731034.5675
2869,002193,-0.903,15.36,15.42,15.42,15.2,15.5,418601.0,0.18108000000000002,6411747.0,56.889,1.581,401995.0848,355068.400128
2870,002192,1.93,24.3,23.52,24.8,23.0,23.84,4171800.0,1.76031,101264075.0,174.444,8.244,630962.14329,575889.93792
2871,002191,2.282,7.62,7.52,7.68,7.44,7.45,6520674.0,0.50063,49290711.0,17.783,1.728,1139063.799084,992502.39015
2872,002190,2.716,17.02,16.56,17.22,16.0,16.57,3151478.0,0.9129700000000001,52604290.0,-54.238,2.992,610557.341786,587510.626164
2873,002189,1.989,13.33,13.07,13.4,13.02,13.07,1528957.0,0.76946,20204745.0,121.182,4.732,265586.92,264872.531975
2875,002187,1.852,8.25,8.1,8.28,8.06,8.1,965861.0,0.28207000000000004,7878619.0,16.176,1.046,282498.6186,282498.6186
2876,002186,1.678,14.54,14.3,14.66,14.06,14.3,1266069.0,0.4138,18260933.0,32.978,2.899,448506.59057,444864.650628
2877,002185,1.399,5.8,5.67,5.83,5.62,5.72,23458229.0,1.1011,134877217.0,24.957,2.278,1236045.50752,1235654.57128
2878,002184,4.107,10.9,10.41,10.96,10.4,10.47,3917489.0,2.8833200000000003,41988615.0,182.886,2.43,264628.07341,148095.2807
2879,002183,-0.145,6.87,6.89,6.95,6.5,6.88,17179758.0,0.81022,116786773.0,24.536,2.385,1458293.401653,1456703.932347
2880,002182,1.34,6.05,5.92,6.11,5.86,5.97,5579600.0,1.24059,33379337.0,25.261,2.434,391085.63549,272101.165765
2881,002181,1.155,4.38,4.26,4.43,4.24,4.33,8608221.0,0.7588900000000001,37249782.0,70.08,1.3,508543.480212,496830.577068
2882,002180,1.588,28.78,28.45,29.16,28.22,28.33,2515118.0,0.36676000000000003,72410233.0,30.478,7.578,3061006.085564,1973661.290376
2883,002179,0.511,39.31,39.09,39.6,38.21,39.11,3242586.0,0.41440000000000005,126129985.0,37.349,6.141,3109331.801679,3075891.472604
2884,002178,0.0,6.72,6.72,6.77,6.58,6.72,25723203.0,3.90912,171450636.0,224.0,4.153,478566.816672,442196.205024
2885,002177,2.426,3.8,3.7,3.81,3.69,3.71,3563424.0,0.55288,13371565.0,209.945,1.7069999999999999,289252.69172,244917.36212
2886,002176,1.772,9.19,9.04,9.26,8.83,9.03,18890491.0,1.30959,171220225.0,48.368,3.199,1350178.360928,1325635.042397
2887,002175,0.0,3.6,3.51,3.63,3.44,3.6,9564037.0,1.8063500000000001,33920203.0,-9.978,2.6950000000000003,271360.15632,190607.84784
2888,002174,-0.051,19.69,19.86,19.86,19.5,19.7,1986490.0,0.34432,39075483.0,25.908,4.217,1749393.241937,1135964.251895
2889,002173,4.511,12.28,11.75,12.37,11.61,11.75,1730145.0,0.85362,20785004.0,39.613,1.514,558563.61622,248896.4125
2890,002172,1.532,4.64,4.49,4.68,4.49,4.57,4862592.0,0.84913,22356882.0,22.095,2.146,360287.351968,265712.346416
2891,002171,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,20.119,2.142,724923.061968,696649.901262
2892,002170,-2.156,3.63,3.66,3.66,3.35,3.71,7110273.0,1.06091,24765148.0,-32.067,1.706,323087.241411,243284.322798
2893,002169,2.304,4.44,4.35,4.46,4.27,4.34,4756200.0,0.7213700000000001,20818180.0,27.942,1.256,349779.645336,292740.078888
2894,002168,4.376,9.54,9.3,9.6,9.01,9.14,16817622.0,2.14575,157628769.0,-68.143,5.195,782842.638672,747711.588672
2895,002167,1.327,6.11,6.0,6.13,5.91,6.03,4239448.0,0.8678300000000001,25524911.0,-101.833,3.629,379398.006,298479.385152
2896,002166,0.945,7.48,7.4,7.54,7.05,7.41,2828320.0,0.7992800000000001,20658665.0,15.915,3.064,327086.458776,264687.090008
2897,002165,1.217,4.16,4.11,4.16,4.08,4.11,1433352.0,0.27179000000000003,5905468.0,59.429,1.609,250456.17376,219386.230752
2898,002164,4.151,5.52,5.34,5.54,5.21,5.3,3668572.0,0.89641,19996065.0,19.034,1.115,386039.699664,225905.8344
2899,002163,10.06,5.47,4.82,5.47,4.82,4.97,22632116.0,2.81714,118075360.0,-547.0,6.279,439541.85,439444.005922
2900,002162,2.098,2.92,2.87,2.93,2.81,2.86,2808291.0,0.32955,8048870.0,123.729,2.893,249820.6,248827.8
2901,002161,7.064,10.61,9.6,10.75,9.3,9.91,82875086.0,11.86689,840092062.0,5052.381,4.8260000000000005,784882.6014,740973.171572
2902,002160,0.957,4.22,4.05,4.24,4.04,4.18,3874247.0,0.64351,15969556.0,17.912,0.93,305641.915102,254063.003926
2903,002159,0.422,19.03,18.45,19.2,18.12,18.95,946636.0,0.68325,17600296.0,475.75,3.305,263882.665398,263659.338833
2904,002158,1.335,9.11,8.88,9.2,8.78,8.99,4013209.0,0.7581600000000001,35880941.0,21.29,2.6710000000000003,483177.202142,482223.522703
2905,002157,0.964,4.19,4.08,4.2,4.07,4.15,10874653.0,0.50798,45012680.0,18.217,1.533,977813.081887,896979.040008
2906,002156,1.986,10.27,10.05,10.35,9.97,10.07,9822101.0,1.01006,99826124.0,79.0,2.007,1184854.595444,998685.454923
2907,002155,-0.967,7.17,7.09,7.2,7.0,7.24,8157824.0,0.76504,58029114.0,28.68,1.8679999999999999,861862.302858,764560.553787
2908,002154,2.903,3.19,3.1,3.21,3.09,3.1,5308847.0,0.48344000000000004,16756229.0,159.5,1.597,402987.917552,350309.479003
2909,002153,4.168,26.99,25.88,27.44,25.58,25.91,8197463.0,1.6921,217772796.0,69.205,5.41,2879262.844347,1307546.860057
2910,002152,0.161,6.22,6.19,6.29,6.08,6.21,13778359.0,0.6987300000000001,85668095.0,16.811,1.703,1510766.92095,1226524.183504
2911,002151,2.45,25.09,24.45,25.25,24.36,24.49,4829741.0,1.8975,120019316.0,119.476,2.976,1287719.699435,638619.882251
2912,002150,2.344,6.55,6.4,6.56,6.4,6.4,370065.0,0.13494,2395172.0,25.192,1.595,179629.745985,179629.745985
2913,002149,0.676,7.45,7.36,7.53,7.22,7.4,2636900.0,0.61989,19510367.0,58.615,1.784,316933.63413,316911.28413
2914,002148,1.682,5.44,5.24,5.48,5.11,5.35,7549416.0,1.70218,40037143.0,22.667,2.5140000000000002,308639.013088,241272.429824
2915,002147,0.0,0.0,0.0,0.0,0.0,14.76,0.0,0.0,0.0,19.946,3.388,2698240.78854,792588.890268
2916,002146,1.942,9.45,9.3,9.52,9.28,9.27,19749837.0,0.50739,185392777.0,7.159,1.461,4109014.839195,3678348.290085
2917,002145,1.17,3.46,3.36,3.48,3.32,3.42,9306138.0,0.83455,31699681.0,14.18,1.802,550570.969296,385827.58252
2918,002144,1.889,10.79,10.59,10.83,10.55,10.59,726701.0,0.52997,7750066.0,19.618,1.146,190726.767712,147953.952835
2919,002143,0.0,0.0,0.0,0.0,0.0,12.09,0.0,0.0,0.0,27.838,7.145,2139729.528456,1172034.104436
2920,002142,0.407,17.29,17.13,17.36,17.06,17.22,7933092.0,0.17666,136600243.0,9.606,1.5779999999999998,8765567.155345,7764151.807048
2921,002141,0.676,4.47,4.44,4.53,4.42,4.44,3285700.0,0.5161300000000001,14675815.0,551.852,3.875,507191.463993,284563.776
2922,002140,2.294,7.58,7.45,7.59,7.36,7.41,1221492.0,0.27785000000000004,9140030.0,-54.143,1.708,338094.176772,333236.994636
2923,002139,1.431,5.67,5.6,5.71,5.48,5.59,9847536.0,1.25617,55329629.0,17.719,1.945,578221.336539,444490.616556
2924,002138,-2.212,15.03,15.3,15.6,13.83,15.37,16422556.0,2.55692,236195872.0,34.159,3.113,1227372.877062,965345.62257
2925,002137,0.348,8.66,8.5,8.74,8.23,8.63,9800918.0,3.462,83592864.0,66.208,2.899,501711.72214,245164.35752
2926,002136,2.157,9.0,8.73,9.0,8.73,8.81,1262468.0,0.5907600000000001,11190407.0,11.817,2.778,193518.0,192330.504
2927,002135,1.575,5.16,5.08,5.18,5.02,5.08,2572851.0,0.38361,13138883.0,43.0,1.3559999999999999,533751.5352,346075.928028
2928,002134,1.272,6.37,6.36,6.44,6.16,6.29,1784400.0,0.7258100000000001,11231070.0,106.167,3.618,156606.302216,156606.302216
2929,002133,2.517,4.48,4.35,4.53,4.35,4.37,6369259.0,1.00343,28289883.0,17.92,1.099,346816.5904,284367.582464
2930,002132,-0.66,3.01,3.03,3.04,2.95,3.03,3307000.0,0.32533,9866328.0,66.889,1.296,378225.892226,305969.015758
2931,002131,-0.465,2.14,2.11,2.15,2.09,2.15,18332974.0,0.54159,38843970.0,17.833,1.449,1195802.868608,724392.352288
2932,002130,-3.704,4.68,4.85,4.87,4.48,4.86,10587064.0,1.12139,49164789.0,35.214,2.127,590765.321016,441840.656556
2933,002129,2.817,7.3,7.09,7.41,7.06,7.1,44353387.0,1.6773600000000002,320391758.0,33.017,1.73,1930292.62018,1930292.62018
2934,002128,0.884,9.13,8.93,9.2,8.87,9.05,17541436.0,1.07328,158432999.0,8.533,1.276,1492187.545849,1492183.745943
2935,002127,4.459,9.37,8.91,9.44,8.8,8.97,12731770.0,0.8772900000000001,117672433.0,27.559,4.93,2300213.567611,1359833.556558
2936,002126,0.879,9.18,9.02,9.25,8.89,9.1,4841636.0,0.7054100000000001,44189724.0,22.39,2.135,735392.967552,630072.080622
2937,002125,1.136,7.12,6.79,7.15,6.72,7.04,1403660.0,0.5420600000000001,9817355.0,50.857,2.213,246067.18932,184372.67412
2938,002124,0.429,4.68,4.63,4.69,4.37,4.66,6366680.0,0.8053800000000001,28727397.0,13.765,1.182,542705.949864,369962.645832
2939,002123,1.606,8.86,8.6,8.92,8.6,8.72,2093597.0,0.35009,18419926.0,31.643,1.615,763373.19215,529839.105124
2941,002121,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,19.139,1.883,914001.53614,524517.149915
2942,002120,3.739,55.21,51.6,55.4,51.6,53.22,980473.0,0.7034800000000001,53326895.0,42.145,11.962,7264250.869436,769485.350191
2943,002119,2.783,15.51,15.0,15.56,14.88,15.09,788425.0,0.39045,12022216.0,50.032,4.223,319816.2,313185.675
2944,002118,3.614,6.88,6.73,6.95,6.67,6.64,12700258.0,1.23853,86253961.0,23.724,2.065,881162.760288,705497.088032
2945,002117,-0.208,14.37,14.29,14.48,13.85,14.4,2611418.0,0.7180700000000001,37002427.0,22.524,3.318,522748.431318,522595.06893
2946,002116,1.884,7.03,6.91,7.05,6.83,6.9,1003114.0,0.24134000000000003,6984263.0,14.646,2.151,293593.143414,292196.128457
2947,002115,2.826,7.64,7.41,7.75,7.33,7.43,5496557.0,1.59204,41386644.0,67.018,1.9609999999999999,423199.309672,263772.89854
2948,002114,-1.337,11.81,11.57,11.9,11.52,11.97,1492028.0,0.46139,17485835.0,69.471,2.112,381929.810327,381908.818052
2949,002113,0.0,0.0,0.0,0.0,0.0,5.78,0.0,0.0,0.0,825.714,1.933,885896.51354,465248.612888
2950,002112,1.777,6.3,6.11,6.33,6.07,6.19,2311818.0,1.26569,14395083.0,-10.161,3.428,127008.0,115071.02019
2951,002111,-0.455,10.93,10.98,11.04,10.51,10.98,4014034.0,1.40991,43367374.0,36.433,1.5710000000000002,417337.461872,311177.867286
2952,002110,3.675,17.21,16.85,17.44,16.68,16.6,28979864.0,2.92543,495479810.0,5.934,1.974,2363991.349602,1704856.6758
2953,002109,2.778,3.7,3.63,3.73,3.56,3.6,4427142.0,0.8123400000000001,16036481.0,12.581,0.763,389589.57193,201645.72058
2954,002108,-1.345,4.4,4.37,4.46,4.06,4.46,17243674.0,1.21612,74159113.0,8.802,1.494,623886.64756,623886.64756
2955,002107,3.292,9.1,8.8,9.2,8.51,8.81,1093015.0,0.31298000000000004,9685706.0,56.875,5.804,328287.96,317797.48273
2956,002106,0.911,5.54,5.43,5.57,5.3,5.49,7720499.0,1.0973600000000001,42155320.0,27.7,1.056,391022.15264,389766.840716
2957,002105,3.864,4.57,4.4,4.63,4.35,4.4,1377537.0,0.37382000000000004,6214919.0,36.855,3.228,168404.5,168404.5
2958,002104,1.84,6.64,6.51,6.68,6.4,6.52,4604435.0,0.76458,30177244.0,29.123,2.573,472787.1232,399874.698184
2959,002103,1.768,5.18,4.92,5.22,4.92,5.09,10688880.0,2.85556,54322091.0,25.9,1.5859999999999999,284492.304992,193896.83019
2960,002102,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,37.685,1.924,1071971.37003,810553.437309
2961,002101,-0.354,8.45,8.3,8.48,8.21,8.48,1295539.0,0.30439000000000005,10838218.0,9.185,0.682,449604.95177,359648.037255
2962,002100,1.445,6.32,6.23,6.34,6.11,6.23,2184516.0,0.30792,13742856.0,15.048,2.032,608859.072256,448369.945312
2963,002099,2.075,4.92,4.8,4.94,4.77,4.82,4722100.0,0.29666000000000003,23001288.0,22.364,1.5350000000000001,797832.244476,783138.123276
2964,002098,0.0,0.0,0.0,0.0,0.0,16.33,0.0,0.0,0.0,49.485,4.781,584614.0,506224.7744
2965,002097,2.886,6.06,5.92,6.07,5.86,5.89,4159883.0,0.69191,24754408.0,31.013,1.475,639977.48979,364338.108606
2966,002096,1.662,6.73,6.31,6.86,6.3,6.62,8339177.0,2.24865,54859506.0,96.143,1.27,249876.151,249583.396
2967,002095,1.368,34.09,33.2,34.34,33.2,33.63,1128671.0,0.44859000000000004,38364248.0,426.125,10.243,861522.48,857712.963408
2968,002094,-0.776,8.95,8.98,9.1,8.62,9.02,13601942.0,2.27242,120142429.0,8.443,1.383,619833.97198,535717.437255
2969,002093,2.261,7.69,7.52,7.74,7.46,7.52,4426149.0,0.4545,33604148.0,46.719,2.529,774767.5,748882.94462
2970,002092,1.8,10.18,9.93,10.28,9.9,10.0,9076451.0,0.44615000000000005,91434502.0,9.096,1.262,2185085.690764,2071003.860776
2971,002091,0.972,6.23,6.1,6.28,6.08,6.17,4817852.0,0.49788000000000004,29689088.0,12.46,1.342,981964.606287,602856.331672
2972,002090,0.661,15.22,15.12,15.22,14.6,15.12,441797.0,0.20739000000000002,6585588.0,23.568,3.025,361936.019888,324225.791168
2973,002089,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,-72.024,4.73,831675.11768,589721.01903
2974,002088,3.787,15.62,15.05,15.74,15.04,15.05,3486630.0,1.6749200000000002,53690010.0,25.607,2.844,548212.067546,325156.65094
2975,002087,-0.674,4.42,4.36,4.44,4.22,4.45,10639452.0,1.30442,46339429.0,12.357,1.093,361023.09607,360514.733748
2976,002086,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,37.029,1.545,505241.8,317712.2896
2977,002085,1.25,9.72,9.62,9.9,9.36,9.6,7047010.0,0.33339,67879026.0,23.707,3.423,2125647.047016,2054549.459664
2978,002084,-0.223,4.47,4.45,4.52,4.28,4.48,1685451.0,0.41662000000000005,7458598.0,24.615,1.381,226357.504716,180836.431872
2979,002083,0.194,5.16,5.2,5.2,5.08,5.15,1968475.0,0.22726000000000002,10132636.0,11.467,1.374,468528.00258,446945.010516
2980,002082,0.0,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.0,34.073,2.324,332486.0,318771.089406
2981,002081,2.266,10.83,10.62,10.86,10.49,10.59,8140136.0,0.31806,86919888.0,14.836,2.382,2862703.310187,2771700.195597
2982,002080,0.248,8.09,8.0,8.17,7.82,8.07,4596523.0,0.71821,36865578.0,8.507,0.723,1044309.215464,517760.0
2983,002079,2.581,6.36,6.2,6.43,6.14,6.2,7273769.0,1.002,45765151.0,44.228,2.984,462989.865732,461689.689024
2984,002078,1.018,9.92,9.8,9.97,9.77,9.82,12565031.0,0.49633000000000005,124221826.0,12.4,2.417,2571844.556096,2511316.758496
2985,002077,1.132,8.04,7.3,8.18,7.16,7.95,2963186.0,0.5572900000000001,22581389.0,134.0,1.214,466600.204452,427499.605308
2986,002076,3.104,4.65,4.42,4.68,4.39,4.51,8807954.0,1.97561,40205253.0,58.125,3.174,361724.68389,207313.26942
2987,002075,0.0,0.0,0.0,0.0,0.0,16.12,0.0,0.0,0.0,50.533,9.768,3557316.096464,3557314.403864
2988,002074,3.137,13.48,13.07,13.57,13.0,13.07,9865699.0,0.8867400000000001,130644627.0,14.189,1.826,1532205.304012,1499765.212212
2989,002073,-0.698,5.69,5.68,5.75,5.53,5.73,7405009.0,0.9892900000000001,41843590.0,57.708,1.157,532268.019506,425905.133437
2990,002072,0.0,0.0,0.0,0.0,0.0,12.59,0.0,0.0,0.0,-63.266,39.892,221584.0,221584.0
2991,002071,-9.962,7.05,7.05,7.05,7.05,7.83,1498700.0,0.28908,10565835.0,22.031,5.52,370428.06399,365504.942535
